Key,time,HashRate-BTC,VelCur1yr-BTC,VtyDayRet180d-BTC,VtyDayRet30d-BTC,principal_market_price_usd-BTC,principal_market_usd-BTC,Key,time,HashRate-Doge,VtyDayRet180d-Doge,VtyDayRet30d-Doge,principal_market_price_usd-Doge,principal_market_usd-Doge,Key,time,principal_market_price_usd-RVN,principal_market_usd-RVN
1000001,2022-10-01,282168375.3,29.21479537,0.035875957,0.033666588,19418.0,ftx-btc-usd-spot,1000001,2022-10-01,493.2469107,0.054204679,0.032815991,0.06169,coinbase-doge-usd-spot,1000001,2022-10-01,0.035484,binance-rvn-usdt-spot
1000002,2022-10-02,244753785.4,29.21513971,0.035864455,0.033746307,19315.27,coinbase-btc-usd-spot,1000002,2022-10-02,488.6194884,0.053059401,0.033026114,0.0606,ftx-doge-usd-spot,1000002,2022-10-02,0.035944,binance-rvn-usdt-spot
1000003,2022-10-03,240076960.0,29.25289429,0.035781464,0.034275662,19059.17,coinbase-btc-usd-spot,1000003,2022-10-03,490.9008544,0.051487384,0.033079594,0.05926,coinbase-doge-usd-spot,1000003,2022-10-03,0.03434,binance-rvn-usdt-spot
1000004,2022-10-04,254107431.8,29.2983003,0.035895684,0.034862918,19631.0,ftx-btc-usd-spot,1000004,2022-10-04,476.5472617,0.051942977,0.036966071,0.06032,coinbase-doge-usd-spot,1000004,2022-10-04,0.035434,binance-rvn-usdt-spot
1000005,2022-10-05,272814728.9,29.31754907,0.03583984,0.034870971,20345.19,coinbase-btc-usd-spot,1000005,2022-10-05,486.530826,0.051929014,0.037188248,0.06586,coinbase-doge-usd-spot,1000005,2022-10-05,0.035677,binance-rvn-usdt-spot
1000006,2022-10-06,247871668.3,29.28742705,0.035825192,0.033653113,20161.62,coinbase-btc-usd-spot,1000006,2022-10-06,498.303527,0.051920118,0.035568948,0.06478,coinbase-doge-usd-spot,1000006,2022-10-06,0.034637,binance-rvn-usdt-spot
1000007,2022-10-07,266578963.2,29.29397787,0.035844221,0.033646965,19965.64,coinbase-btc-usd-spot,1000007,2022-10-07,478.1362854,0.051823335,0.035174553,0.06345,coinbase-doge-usd-spot,1000007,2022-10-07,0.036164,binance-rvn-usdt-spot
1000008,2022-10-08,272814728.9,29.29527388,0.03553974,0.033668755,19533.05,coinbase-btc-usd-spot,1000008,2022-10-08,510.2726255,0.051256776,0.035237767,0.062367,ftx-doge-usd-spot,1000008,2022-10-08,0.036084,binance-rvn-usdt-spot
1000009,2022-10-09,246312725.8,29.32656448,0.035516338,0.027829337,19419.39,coinbase-btc-usd-spot,1000009,2022-10-09,479.7924605,0.051220164,0.034149004,0.06165,coinbase-doge-usd-spot,1000009,2022-10-09,0.035243,binance-rvn-usdt-spot
1000010,2022-10-10,282818946.7,29.38355316,0.035452792,0.027648723,19443.47,coinbase-btc-usd-spot,1000010,2022-10-10,465.1722606,0.051269566,0.034747336,0.06211,coinbase-doge-usd-spot,1000010,2022-10-10,0.035784,binance-rvn-usdt-spot
1000011,2022-10-11,277924882.8,29.42126057,0.035398436,0.027634421,19132.83,coinbase-btc-usd-spot,1000011,2022-10-11,488.1022647,0.051222349,0.034663986,0.0594,coinbase-doge-usd-spot,1000011,2022-10-11,0.033591,binance-rvn-usdt-spot
1000012,2022-10-12,242520438.9,29.46672252,0.035377328,0.027004087,19058.11,coinbase-btc-usd-spot,1000012,2022-10-12,480.7188741,0.051203405,0.034650672,0.06024,coinbase-doge-usd-spot,1000012,2022-10-12,0.032485,binance-rvn-usdt-spot
1000013,2022-10-13,253141772.8,29.52948913,0.035397501,0.019756363,19155.92,coinbase-btc-usd-spot,1000013,2022-10-13,468.3603807,0.051198505,0.032270293,0.05981,ftx-doge-usd-spot,1000013,2022-10-13,0.03251,binance-rvn-usdt-spot
1000014,2022-10-14,276154659.2,29.55403827,0.035385107,0.019805208,19378.65,coinbase-btc-usd-spot,1000014,2022-10-14,470.9498442,0.051167963,0.032050979,0.05967,coinbase-doge-usd-spot,1000014,2022-10-14,0.031122,binance-rvn-usdt-spot
1000015,2022-10-15,269073772.4,29.52243359,0.035305326,0.019220103,19178.0,coinbase-btc-usd-spot,1000015,2022-10-15,465.217113,0.051164943,0.031241207,0.05867,coinbase-doge-usd-spot,1000015,2022-10-15,0.030681,binance-rvn-usdt-spot
1000016,2022-10-16,254911993.9,29.51104534,0.035288007,0.019318339,19070.24,coinbase-btc-usd-spot,1000016,2022-10-16,495.0241887,0.051142145,0.030860113,0.0586,coinbase-doge-usd-spot,1000016,2022-10-16,0.030201,binance-rvn-usdt-spot
1000017,2022-10-17,265533327.8,29.52614833,0.035317571,0.019195553,19264.44,coinbase-btc-usd-spot,1000017,2022-10-17,482.5933349,0.051165015,0.03052849,0.05891,coinbase-doge-usd-spot,1000017,2022-10-17,0.030931,binance-rvn-usdt-spot
1000018,2022-10-18,251371549.2,29.53809836,0.03529346,0.018198284,19550.4,coinbase-btc-usd-spot,1000018,2022-10-18,488.8998128,0.051118443,0.026905751,0.06,coinbase-doge-usd-spot,1000018,2022-10-18,0.031441,binance-rvn-usdt-spot
1000019,2022-10-19,267303548.8,29.56268599,0.035281902,0.018252912,19328.76,coinbase-btc-usd-spot,1000019,2022-10-19,479.1457974,0.051128607,0.026928521,0.05975,coinbase-doge-usd-spot,1000019,2022-10-19,0.032872,binance-rvn-usdt-spot
1000020,2022-10-20,256682214.9,29.57512275,0.035281998,0.017050915,19124.18,coinbase-btc-usd-spot,1000020,2022-10-20,487.1311236,0.051139297,0.027012283,0.05869,coinbase-doge-usd-spot,1000020,2022-10-20,0.030102,binance-rvn-usdt-spot
1000021,2022-10-21,276154659.2,29.59131416,0.035291973,0.01667405,19042.48,coinbase-btc-usd-spot,1000021,2022-10-21,487.0763607,0.051130946,0.026720781,0.05943,coinbase-doge-usd-spot,1000021,2022-10-21,0.031867,binance-rvn-usdt-spot
1000022,2022-10-22,240750215.3,29.59431154,0.035231911,0.01415508,19166.45,coinbase-btc-usd-spot,1000022,2022-10-22,449.6018651,0.049356729,0.025665682,0.05933,coinbase-doge-usd-spot,1000022,2022-10-22,0.03123,binance-rvn-usdt-spot
1000023,2022-10-23,274810664.8,29.59994604,0.035011206,0.014538372,19218.0,ftx.us-btc-usd-spot,1000023,2022-10-23,497.7855839,0.048464705,0.022882877,0.05971,coinbase-doge-usd-spot,1000023,2022-10-23,0.03166,binance-rvn-usdt-spot
1000024,2022-10-24,249031191.6,29.61950696,0.034926498,0.014153433,19572.44,coinbase-btc-usd-spot,1000024,2022-10-24,506.1992651,0.048454664,0.023004776,0.06036,coinbase-doge-usd-spot,1000024,2022-10-24,0.031713,binance-rvn-usdt-spot
1000025,2022-10-25,223395628.2,29.63575626,0.035044045,0.01563316,19330.41,coinbase-btc-usd-spot,1000025,2022-10-25,499.7432999,0.048648211,0.024403544,0.059465,ftx-doge-usd-spot,1000025,2022-10-25,0.030487,binance-rvn-usdt-spot
1000026,2022-10-26,283822315.6,29.661114,0.035107193,0.016339704,20086.28,coinbase-btc-usd-spot,1000026,2022-10-26,509.9693826,0.049872541,0.035691542,0.06305,coinbase-doge-usd-spot,1000026,2022-10-26,0.030708289,binance-rvn-usdt-spot
1000027,2022-10-27,247200081.0,29.67917117,0.035112846,0.017065516,20774.51,binance.us-btc-usd-spot,1000027,2022-10-27,487.6280031,0.049937102,0.03711735,0.07276,coinbase-doge-usd-spot,1000027,2022-10-27,0.03124656,binance-rvn-usdt-spot
1000028,2022-10-28,291146763.0,29.6790612,0.0351004,0.016998986,20296.97,coinbase-btc-usd-spot,1000028,2022-10-28,507.9979444,0.05029955,0.040021981,0.07688,coinbase-doge-usd-spot,1000028,2022-10-28,0.03085216,binance-rvn-usdt-spot
1000029,2022-10-29,261848975.9,29.67672222,0.035110919,0.017051994,20597.91,coinbase-btc-usd-spot,1000029,2022-10-29,482.9721023,0.056642397,0.073177654,0.08387,coinbase-doge-usd-spot,1000029,2022-10-29,0.031346268,binance-rvn-usdt-spot
1000030,2022-10-30,247200081.0,29.67517157,0.035084105,0.017119568,20823.53,coinbase-btc-usd-spot,1000030,2022-10-30,495.6932991,0.056656359,0.073621076,0.12185,coinbase-doge-usd-spot,1000030,2022-10-30,0.032029286,binance-rvn-usdt-spot
1000031,2022-10-31,316782326.4,29.70303996,0.034855007,0.01711554,20630.68,coinbase-btc-usd-spot,1000031,2022-10-31,489.5412328,0.056851536,0.0739481,0.11779,coinbase-doge-usd-spot,1000031,2022-10-31,0.03195607,binance-rvn-usdt-spot
1000032,2022-11-01,263680086.4,29.72690088,0.034350965,0.016803599,20489.94,coinbase-btc-usd-spot,1000032,2022-11-01,524.337654,0.057383778,0.075268721,0.12685,coinbase-doge-usd-spot,1000032,2022-11-01,0.031418429,binance-rvn-usdt-spot
1000033,2022-11-02,223395628.2,29.76837896,0.034358116,0.01618884,20479.63,coinbase-btc-usd-spot,1000033,2022-11-02,517.243169,0.057951415,0.079329433,0.14219,coinbase-doge-usd-spot,1000033,2022-11-02,0.031206255,binance-rvn-usdt-spot
1000034,2022-11-03,300302321.0,29.84306206,0.034349485,0.014829103,20151.4,coinbase-btc-usd-spot,1000034,2022-11-03,503.8504124,0.058045062,0.079350068,0.1276,coinbase-doge-usd-spot,1000034,2022-11-03,0.02945,binance-rvn-usdt-spot
1000035,2022-11-04,236213409.9,29.94712286,0.034424512,0.01698811,20206.88,coinbase-btc-usd-spot,1000035,2022-11-04,529.6538056,0.05805976,0.078959773,0.12261,coinbase-doge-usd-spot,1000035,2022-11-04,0.030236976,binance-rvn-usdt-spot
1000036,2022-11-05,276497868.1,29.96622171,0.033444477,0.016856057,21144.2,coinbase-btc-usd-spot,1000036,2022-11-05,522.3406867,0.056795227,0.078889683,0.12616,coinbase-doge-usd-spot,1000036,2022-11-05,0.03210321,binance-rvn-usdt-spot
1000037,2022-11-06,250862304.8,30.11212297,0.033429003,0.016648337,21300.45,coinbase-btc-usd-spot,1000037,2022-11-06,541.7915257,0.057107646,0.080909689,0.12448,coinbase-doge-usd-spot,1000037,2022-11-06,0.031940639,binance-rvn-usdt-spot
1000038,2022-11-07,263168681.0,30.23390434,0.03302236,0.016999531,20909.17,coinbase-btc-usd-spot,1000038,2022-11-07,533.6245043,0.053885111,0.081303228,0.11479,coinbase-doge-usd-spot,1000038,2022-11-07,0.03015603,binance-rvn-usdt-spot
1000039,2022-11-08,297875785.7,30.21372444,0.0338937,0.025871283,20595.0,ftx-btc-usd-spot,1000039,2022-11-08,560.7959984,0.056580505,0.093270526,0.11128,coinbase-doge-usd-spot,1000039,2022-11-08,0.029962996,binance-rvn-usdt-spot
1000040,2022-11-09,272291362.9,30.24101835,0.035895426,0.039000219,18550.25,coinbase-btc-usd-spot,1000040,2022-11-09,541.4764485,0.057889346,0.099040896,0.08835,coinbase-doge-usd-spot,1000040,2022-11-09,0.0253308,binance-rvn-usdt-spot
1000041,2022-11-10,268636445.0,30.29493793,0.036768061,0.0441831,15891.96,coinbase-btc-usd-spot,1000041,2022-11-10,554.3505369,0.059670698,0.104751277,0.07446,coinbase-doge-usd-spot,1000041,2022-11-10,0.01985018,binance-rvn-usdt-spot
1000042,2022-11-11,244879482.4,30.33309276,0.036728784,0.04456595,17553.89,coinbase-btc-usd-spot,1000042,2022-11-11,523.128325,0.059793167,0.10554978,0.08959,coinbase-doge-usd-spot,1000042,2022-11-11,0.024391872,binance-rvn-usdt-spot
1000043,2022-11-12,305185621.6,30.32299972,0.036614828,0.044467565,17013.62,coinbase-btc-usd-spot,1000043,2022-11-12,542.5149831,0.059760339,0.105677317,0.08488,coinbase-doge-usd-spot,1000043,2022-11-12,0.023291859,binance-rvn-usdt-spot
1000044,2022-11-13,235742186.3,30.32852801,0.036623088,0.044644238,16783.33,coinbase-btc-usd-spot,1000044,2022-11-13,559.7761111,0.059802464,0.106027678,0.08806,coinbase-doge-usd-spot,1000044,2022-11-13,0.021881859,binance-rvn-usdt-spot
1000045,2022-11-14,224777435.2,30.34476859,0.036444799,0.044860938,16301.39,coinbase-btc-usd-spot,1000045,2022-11-14,538.0558189,0.059560028,0.106013479,0.08483,coinbase-doge-usd-spot,1000045,2022-11-14,0.021439942,binance-rvn-usdt-spot
1000046,2022-11-15,283256116.7,30.33815757,0.036245898,0.044904602,16590.73,coinbase-btc-usd-spot,1000046,2022-11-15,567.5210658,0.059509513,0.106007619,0.0858,coinbase-doge-usd-spot,1000046,2022-11-15,0.022251036,binance-rvn-usdt-spot
1000047,2022-11-16,274118823.2,30.29105328,0.036174591,0.044766871,16877.93,coinbase-btc-usd-spot,1000047,2022-11-16,564.6246881,0.059475208,0.106125241,0.08695,coinbase-doge-usd-spot,1000047,2022-11-16,0.022390854,binance-rvn-usdt-spot
1000048,2022-11-17,252189315.7,30.24640983,0.03616843,0.044767507,16645.24,coinbase-btc-usd-spot,1000048,2022-11-17,543.8991039,0.059480555,0.106179394,0.08543,coinbase-doge-usd-spot,1000048,2022-11-17,0.02143854,binance-rvn-usdt-spot
1000049,2022-11-18,254016775.9,30.22927857,0.036080739,0.0447592,16680.47,coinbase-btc-usd-spot,1000049,2022-11-18,542.4613607,0.059462454,0.10604671,0.08457,coinbase-doge-usd-spot,1000049,2022-11-18,0.021233,binance-rvn-usdt-spot
1000050,2022-11-19,268636445.0,30.19627428,0.035967013,0.044775569,16680.59,coinbase-btc-usd-spot,1000050,2022-11-19,534.4968699,0.05940796,0.106070641,0.08462,coinbase-doge-usd-spot,1000050,2022-11-19,0.021412128,binance-rvn-usdt-spot
1000051,2022-11-20,272422405.8,30.19089448,0.035973938,0.044908541,16683.02,coinbase-btc-usd-spot,1000051,2022-11-20,547.5261146,0.059795379,0.107708795,0.0844,coinbase-doge-usd-spot,1000051,2022-11-20,0.021683948,binance-rvn-usdt-spot
1000052,2022-11-21,236949653.1,30.20012018,0.036025741,0.045092502,16252.53,coinbase-btc-usd-spot,1000052,2022-11-21,557.9136392,0.059839804,0.107963074,0.07692,coinbase-doge-usd-spot,1000052,2022-11-21,0.02050919,binance-rvn-usdt-spot
1000053,2022-11-22,231439196.9,30.1836825,0.036085124,0.045226591,15760.14,coinbase-btc-usd-spot,1000053,2022-11-22,545.1973797,0.059804552,0.108232387,0.07458,coinbase-doge-usd-spot,1000053,2022-11-22,0.020123805,binance-rvn-usdt-spot
1000054,2022-11-23,258991483.1,30.1616887,0.036107953,0.04556152,16199.71,coinbase-btc-usd-spot,1000054,2022-11-23,578.0879435,0.059826986,0.108306338,0.07866,coinbase-doge-usd-spot,1000054,2022-11-23,0.020735088,binance-rvn-usdt-spot
1000055,2022-11-24,236949653.1,30.09794444,0.0360836,0.044838647,16587.0,coinbase-btc-usd-spot,1000055,2022-11-24,531.1789016,0.059826158,0.108017489,0.08187,coinbase-doge-usd-spot,1000055,2022-11-24,0.022682748,binance-rvn-usdt-spot
1000056,2022-11-25,225928740.7,30.01837592,0.036063015,0.044179781,16587.61,coinbase-btc-usd-spot,1000056,2022-11-25,529.1239935,0.060235137,0.106257741,0.08138,coinbase-doge-usd-spot,1000056,2022-11-25,0.02268184,binance-rvn-usdt-spot
1000057,2022-11-26,200213272.3,29.94619761,0.035578118,0.044058562,16510.9,coinbase-btc-usd-spot,1000057,2022-11-26,508.5607267,0.060061813,0.10574364,0.08947,coinbase-doge-usd-spot,1000057,2022-11-26,0.022274397,binance-rvn-usdt-spot
1000058,2022-11-27,249807386.0,29.92716656,0.035575289,0.043865302,16450.93,coinbase-btc-usd-spot,1000058,2022-11-27,537.5650542,0.060635558,0.106474788,0.08887,coinbase-doge-usd-spot,1000058,2022-11-27,0.022114509,binance-rvn-usdt-spot
1000059,2022-11-28,255317844.8,29.93054375,0.035284789,0.043757202,16419.88,coinbase-btc-usd-spot,1000059,2022-11-28,552.4280054,0.060571378,0.085025319,0.09861,coinbase-doge-usd-spot,1000059,2022-11-28,0.021966812,binance-rvn-usdt-spot
1000060,2022-11-29,240623291.4,29.90289854,0.035255991,0.043947708,16206.3,coinbase-btc-usd-spot,1000060,2022-11-29,527.342896,0.060767684,0.086126615,0.09506,coinbase-doge-usd-spot,1000060,2022-11-29,0.02126936,binance-rvn-usdt-spot
1000061,2022-11-30,253481024.3,29.85226348,0.035381515,0.044932046,16438.0,coinbase-btc-usd-spot,1000061,2022-11-30,541.8852383,0.060836476,0.085375301,0.10142,coinbase-doge-usd-spot,1000061,2022-11-30,0.021313178,binance-rvn-usdt-spot
1000062,2022-12-01,281033310.5,29.81351746,0.035384337,0.044935808,17167.33,coinbase-btc-usd-spot,1000062,2022-12-01,569.6661494,0.060979909,0.082575265,0.10676,coinbase-doge-usd-spot,1000062,2022-12-01,0.022034406,binance-rvn-usdt-spot
1000063,2022-12-02,229602379.1,29.78147225,0.035387793,0.044953363,16980.08,coinbase-btc-usd-spot,1000063,2022-12-02,575.7181634,0.060979197,0.080567161,0.10171,coinbase-doge-usd-spot,1000063,2022-12-02,0.021872187,binance-rvn-usdt-spot
1000064,2022-12-03,240623291.4,29.74338527,0.035197088,0.044935712,17093.28,coinbase-btc-usd-spot,1000064,2022-12-03,564.2892079,0.060995288,0.080309656,0.10213,coinbase-doge-usd-spot,1000064,2022-12-03,0.022511351,binance-rvn-usdt-spot
1000065,2022-12-04,257154662.6,29.67161332,0.03521831,0.043999376,16888.52,coinbase-btc-usd-spot,1000065,2022-12-04,550.1844346,0.061050645,0.080549012,0.09969,coinbase-doge-usd-spot,1000065,2022-12-04,0.021662166,binance-rvn-usdt-spot
1000066,2022-12-05,268175577.7,29.64304854,0.035160994,0.043932165,17108.9,coinbase-btc-usd-spot,1000066,2022-12-05,549.9267303,0.061083752,0.080642071,0.1041,coinbase-doge-usd-spot,1000066,2022-12-05,0.021962855,binance-rvn-usdt-spot
1000067,2022-12-06,230616963.7,29.58194944,0.035167898,0.043974777,16966.93,coinbase-btc-usd-spot,1000067,2022-12-06,609.575537,0.061090602,0.079364937,0.10149,coinbase-doge-usd-spot,1000067,2022-12-06,0.021867813,binance-rvn-usdt-spot
1000068,2022-12-07,292794731.6,29.54416293,0.035101742,0.043938943,17089.09,coinbase-btc-usd-spot,1000068,2022-12-07,570.6183439,0.061061577,0.079523931,0.1002,coinbase-doge-usd-spot,1000068,2022-12-07,0.022127787,binance-rvn-usdt-spot
1000069,2022-12-08,284283257.4,29.51958376,0.035115169,0.040108344,16840.0,coinbase-btc-usd-spot,1000069,2022-12-08,562.4618746,0.060813546,0.067276627,0.09575,coinbase-doge-usd-spot,1000069,2022-12-08,0.02144,binance-rvn-usdt-spot
1000070,2022-12-09,258748834.7,29.50390449,0.034892986,0.026605447,17226.28,coinbase-btc-usd-spot,1000070,2022-12-09,571.4898431,0.060531163,0.05822046,0.0985,coinbase-doge-usd-spot,1000070,2022-12-09,0.0222,binance-rvn-usdt-spot
1000071,2022-12-10,262153422.4,29.47651438,0.032124782,0.01785944,17129.95,coinbase-btc-usd-spot,1000071,2022-12-10,568.1724682,0.058871343,0.046622053,0.0967,coinbase-doge-usd-spot,1000071,2022-12-10,0.021932193,binance-rvn-usdt-spot
1000072,2022-12-11,250237358.0,29.46808699,0.032116907,0.016560842,17128.1,coinbase-btc-usd-spot,1000072,2022-12-11,578.1863268,0.058924367,0.045807554,0.09629,coinbase-doge-usd-spot,1000072,2022-12-11,0.02195,binance-rvn-usdt-spot
1000073,2022-12-12,243428180.1,29.47504078,0.032081211,0.016501303,17085.22,coinbase-btc-usd-spot,1000073,2022-12-12,562.0658368,0.058370371,0.045467467,0.0927,coinbase-doge-usd-spot,1000073,2022-12-12,0.021610648,binance-rvn-usdt-spot
1000074,2022-12-13,280878667.2,29.46719086,0.031263609,0.016640588,17211.66,coinbase-btc-usd-spot,1000074,2022-12-13,594.5524473,0.057642009,0.04474014,0.09029,coinbase-doge-usd-spot,1000074,2022-12-13,0.021742174,binance-rvn-usdt-spot
1000075,2022-12-14,251939654.3,29.45140419,0.031258041,0.016367164,17773.18,coinbase-btc-usd-spot,1000075,2022-12-14,597.7693152,0.057615942,0.044972153,0.09103,coinbase-doge-usd-spot,1000075,2022-12-14,0.022115576,binance-rvn-usdt-spot
1000076,2022-12-15,236618999.7,29.43687948,0.030840032,0.017037207,17804.97,coinbase-btc-usd-spot,1000076,2022-12-15,587.4476175,0.057438169,0.04571451,0.08825,coinbase-doge-usd-spot,1000076,2022-12-15,0.02179,binance-rvn-usdt-spot
1000077,2022-12-16,221298345.1,29.41719204,0.030483341,0.018752679,17359.15,coinbase-btc-usd-spot,1000077,2022-12-16,568.6133796,0.057326582,0.050071347,0.08486,coinbase-doge-usd-spot,1000077,2022-12-16,0.021370427,binance-rvn-usdt-spot
1000078,2022-12-17,234916703.4,29.38214805,0.030492598,0.018844352,16634.41,coinbase-btc-usd-spot,1000078,2022-12-17,593.9336404,0.057431355,0.050937787,0.07579,coinbase-doge-usd-spot,1000078,2022-12-17,0.019191919,binance-rvn-usdt-spot
1000079,2022-12-18,246832767.8,29.3601842,0.03048849,0.018843388,16781.66,coinbase-btc-usd-spot,1000079,2022-12-18,588.579803,0.057057917,0.050937566,0.07923,coinbase-doge-usd-spot,1000079,2022-12-18,0.019830793,binance-rvn-usdt-spot
1000080,2022-12-19,234239565.5,29.36241953,0.030428247,0.019239923,16741.16,coinbase-btc-usd-spot,1000080,2022-12-19,586.3628336,0.05737911,0.054036817,0.07845,coinbase-doge-usd-spot,1000080,2022-12-19,0.01994319,binance-rvn-usdt-spot
1000081,2022-12-20,246114014.6,29.35129218,0.030237599,0.019271408,16439.74,coinbase-btc-usd-spot,1000081,2022-12-20,603.5970968,0.057424959,0.052417953,0.07136,coinbase-doge-usd-spot,1000081,2022-12-20,0.019,binance-rvn-usdt-spot
1000082,2022-12-21,251387888.0,29.33001065,0.030228889,0.018448073,16896.48,coinbase-btc-usd-spot,1000082,2022-12-21,586.0423636,0.057330348,0.052211193,0.07484,coinbase-doge-usd-spot,1000082,2022-12-21,0.020220607,binance-rvn-usdt-spot
1000083,2022-12-22,237324228.9,29.31928487,0.030221404,0.01794655,16826.81,coinbase-btc-usd-spot,1000083,2022-12-22,591.7558369,0.057424062,0.052142794,0.07371,coinbase-doge-usd-spot,1000083,2022-12-22,0.02023,binance-rvn-usdt-spot
1000084,2022-12-23,232050358.0,29.30926079,0.030192873,0.017409107,16815.52,coinbase-btc-usd-spot,1000084,2022-12-23,562.4518952,0.057179847,0.051512382,0.07685,coinbase-doge-usd-spot,1000084,2022-12-23,0.020257164,binance-rvn-usdt-spot
1000085,2022-12-24,156458196.5,29.28854038,0.030177009,0.017417636,16778.48,coinbase-btc-usd-spot,1000085,2022-12-24,565.1235324,0.057167493,0.051535403,0.0772,coinbase-doge-usd-spot,1000085,2022-12-24,0.02005,binance-rvn-usdt-spot
1000086,2022-12-25,247871973.3,29.26507918,0.030129317,0.017401467,16837.56,coinbase-btc-usd-spot,1000086,2022-12-25,618.360727,0.056763463,0.04835419,0.07749,coinbase-doge-usd-spot,1000086,2022-12-25,0.01979901,binance-rvn-usdt-spot
1000087,2022-12-26,226776484.5,29.25812001,0.030125017,0.017380961,16829.02,coinbase-btc-usd-spot,1000087,2022-12-26,612.2154234,0.056637735,0.048354126,0.07595,coinbase-doge-usd-spot,1000087,2022-12-26,0.01979802,binance-rvn-usdt-spot
1000088,2022-12-27,202165083.6,29.23106123,0.030006416,0.017509062,16917.0,coinbase-btc-usd-spot,1000088,2022-12-27,573.2740458,0.056437446,0.042873237,0.07566,coinbase-doge-usd-spot,1000088,2022-12-27,0.019686062,binance-rvn-usdt-spot
1000089,2022-12-28,295336819.0,29.20851075,0.030013703,0.017413964,16698.73,coinbase-btc-usd-spot,1000089,2022-12-28,579.2107755,0.056517354,0.042838524,0.07365,coinbase-doge-usd-spot,1000089,2022-12-28,0.019232112,binance-rvn-usdt-spot
1000090,2022-12-29,247871973.3,29.18134757,0.030015462,0.017256677,16539.66,coinbase-btc-usd-spot,1000090,2022-12-29,580.8026553,0.056520027,0.040316135,0.07036,coinbase-doge-usd-spot,1000090,2022-12-29,0.018450585,binance-rvn-usdt-spot
1000091,2022-12-30,277757245.1,29.15320237,0.030014727,0.015198639,16627.54,coinbase-btc-usd-spot,1000091,2022-12-30,626.0497388,0.056589696,0.038664914,0.07088,coinbase-doge-usd-spot,1000091,2022-12-30,0.018551648,binance-rvn-usdt-spot
1000092,2022-12-31,274241330.3,29.13227315,0.029790732,0.015056285,16600.97,coinbase-btc-usd-spot,1000092,2022-12-31,608.4116963,0.056568665,0.038593626,0.06837,coinbase-doge-usd-spot,1000092,2022-12-31,0.01829085,binance-rvn-usdt-spot
1000093,2023-01-01,272483374.2,29.12770734,0.02979418,0.015029956,16530.35,coinbase-btc-usd-spot,1000093,2023-01-01,567.6326161,0.056515441,0.038507503,0.07019,coinbase-doge-usd-spot,1000093,2023-01-01,0.018530174,binance-rvn-usdt-spot
1000094,2023-01-02,274241330.3,29.12008576,0.02976318,0.014958567,16611.58,coinbase-btc-usd-spot,1000094,2023-01-02,581.4451274,0.056509736,0.038916661,0.0702,coinbase-doge-usd-spot,1000094,2023-01-02,0.01923038,binance-rvn-usdt-spot
1000095,2023-01-03,261567697.3,29.10544605,0.029498496,0.014740326,16666.87,coinbase-btc-usd-spot,1000095,2023-01-03,589.1438475,0.056481759,0.037528786,0.07135,coinbase-doge-usd-spot,1000095,2023-01-03,0.019234228,binance-rvn-usdt-spot
1000096,2023-01-04,242356483.1,29.09971923,0.029504792,0.014795145,16669.47,coinbase-btc-usd-spot,1000096,2023-01-04,563.8712953,0.056530159,0.038394681,0.07047,coinbase-doge-usd-spot,1000096,2023-01-04,0.019202124,binance-rvn-usdt-spot
1000097,2023-01-05,266083690.6,29.07206503,0.029496903,0.014742943,16844.42,coinbase-btc-usd-spot,1000097,2023-01-05,562.2981756,0.056548226,0.038423316,0.07307,coinbase-doge-usd-spot,1000097,2023-01-05,0.019983603,binance-rvn-usdt-spot
1000098,2023-01-06,305064103.2,29.04894095,0.029393315,0.014620692,16826.23,coinbase-btc-usd-spot,1000098,2023-01-06,582.0194476,0.056503112,0.038153526,0.0715,coinbase-doge-usd-spot,1000098,2023-01-06,0.019722108,binance-rvn-usdt-spot
1000099,2023-01-07,260999287.2,29.02001585,0.029232117,0.014002555,16948.06,coinbase-btc-usd-spot,1000099,2023-01-07,570.3402487,0.056126726,0.037476869,0.07241,coinbase-doge-usd-spot,1000099,2023-01-07,0.020314514,binance-rvn-usdt-spot
